hohi_id,旅宿名稱,縣市鄉鎮,平日雙人房價,來源,查核日期,備註,google_maps
28581,茶田關舍貳館,臺東縣關山鎮,,,,,https://www.google.com/maps/search/?api=1&query=%E8%8C%B6%E7%94%B0%E9%97%9C%E8%88%8D%E8%B2%B3%E9%A4%A8%20%E8%87%BA%E6%9D%B1%E7%B8%A3%E9%97%9C%E5%B1%B1%E9%8E%AE%E8%B1%90%E5%8E%9F%E9%87%8C3%E9%84%B0%E5%B9%B3%E7%AD%89%E8%B7%AF90%E8%99%9F
8971,月圓汽車旅館,新北市樹林區,,,,,https://www.google.com/maps/search/?api=1&query=%E6%9C%88%E5%9C%93%E6%B1%BD%E8%BB%8A%E6%97%85%E9%A4%A8%20%E6%96%B0%E5%8C%97%E5%B8%82%E6%A8%B9%E6%9E%97%E5%8D%80%E5%85%AB%E5%BE%B7%E8%A1%97208%E5%B7%B712%E8%99%9F
34274,南科驛站,臺南市新市區,,,,,https://www.google.com/maps/search/?api=1&query=%E5%8D%97%E7%A7%91%E9%A9%9B%E7%AB%99%20%E8%87%BA%E5%8D%97%E5%B8%82%E6%96%B0%E5%B8%82%E5%8D%80%E4%B8%89%E8%88%8D%E9%87%8C3%E9%84%B0%E4%B8%89%E8%88%8D%E4%B8%80%E8%A1%97126%E5%B7%B761%E8%99%9F
35599,37彎民宿,嘉義縣梅山鄉,,,,,https://www.google.com/maps/search/?api=1&query=37%E5%BD%8E%E6%B0%91%E5%AE%BF%20%E5%98%89%E7%BE%A9%E7%B8%A3%E6%A2%85%E5%B1%B1%E9%84%89%E5%A4%AA%E5%B9%B3%E6%9D%91%E4%B8%8B%E5%9D%91%E4%BB%943%E8%99%9F
4666,水舞間,宜蘭縣冬山鄉,,,,,https://www.google.com/maps/search/?api=1&query=%E6%B0%B4%E8%88%9E%E9%96%93%20%E5%AE%9C%E8%98%AD%E7%B8%A3%E5%86%AC%E5%B1%B1%E9%84%89%E6%B0%B4%E4%BA%95%E4%B8%80%E8%B7%AF92%E8%99%9F
5457,路境行旅－花蓮文化館,花蓮縣花蓮市,,,,,https://www.google.com/maps/search/?api=1&query=%E8%B7%AF%E5%A2%83%E8%A1%8C%E6%97%85%EF%BC%8D%E8%8A%B1%E8%93%AE%E6%96%87%E5%8C%96%E9%A4%A8%20%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E6%B0%91%E6%97%8F%E9%87%8C9%E9%84%B0%E7%A6%8F%E5%BB%BA%E8%A1%97512%E8%99%9F
38471,九份山城山海灣民宿,新北市瑞芳區,,,,,https://www.google.com/maps/search/?api=1&query=%E4%B9%9D%E4%BB%BD%E5%B1%B1%E5%9F%8E%E5%B1%B1%E6%B5%B7%E7%81%A3%E6%B0%91%E5%AE%BF%20%E6%96%B0%E5%8C%97%E5%B8%82%E7%91%9E%E8%8A%B3%E5%8D%80%E8%A1%97%E9%A0%82%E5%B7%B722%E8%99%9F
19248,小貓兩3隻民宿,臺東縣臺東市,,,,,https://www.google.com/maps/search/?api=1&query=%E5%B0%8F%E8%B2%93%E5%85%A93%E9%9A%BB%E6%B0%91%E5%AE%BF%20%E8%87%BA%E6%9D%B1%E7%B8%A3%E8%87%BA%E6%9D%B1%E5%B8%82%E4%B8%AD%E8%88%88%E8%B7%AF%E4%BA%8C%E6%AE%B590%E8%99%9F
36106,觀機文旅民宿,嘉義縣水上鄉,,,,,https://www.google.com/maps/search/?api=1&query=%E8%A7%80%E6%A9%9F%E6%96%87%E6%97%85%E6%B0%91%E5%AE%BF%20%E5%98%89%E7%BE%A9%E7%B8%A3%E6%B0%B4%E4%B8%8A%E9%84%89%E7%B2%97%E6%BA%AA%E6%9D%9114%E9%84%B0%E5%B7%B7%E5%8F%A371%E4%B9%8B2%E8%99%9F
34494,金玉閣,金門縣金城鎮,,,,,https://www.google.com/maps/search/?api=1&query=%E9%87%91%E7%8E%89%E9%96%A3%20%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E5%9F%8E%E9%8E%AE%E5%89%8D%E6%B0%B4%E9%A0%AD37%E8%99%9F
36238,暮暮山丘,屏東縣恆春鎮,,,,,https://www.google.com/maps/search/?api=1&query=%E6%9A%AE%E6%9A%AE%E5%B1%B1%E4%B8%98%20%E5%B1%8F%E6%9D%B1%E7%B8%A3%E6%81%86%E6%98%A5%E9%8E%AE%E6%81%92%E5%8D%97%E8%B7%AF11%E5%B7%B726%E5%BC%8461%E8%99%9F
2081,大鵬灣大飯店,屏東縣東港鎮,,,,,https://www.google.com/maps/search/?api=1&query=%E5%A4%A7%E9%B5%AC%E7%81%A3%E5%A4%A7%E9%A3%AF%E5%BA%97%20%E5%B1%8F%E6%9D%B1%E7%B8%A3%E6%9D%B1%E6%B8%AF%E9%8E%AE%E4%B8%AD%E5%B1%B1%E8%B7%AF59%E8%99%9F
17784,花鄉旅館大寮店,高雄市大寮區,,,,,https://www.google.com/maps/search/?api=1&query=%E8%8A%B1%E9%84%89%E6%97%85%E9%A4%A8%E5%A4%A7%E5%AF%AE%E5%BA%97%20%E9%AB%98%E9%9B%84%E5%B8%82%E5%A4%A7%E5%AF%AE%E5%8D%80%E7%BF%81%E5%9C%92%E9%87%8C%E5%85%89%E6%98%8E%E8%B7%AF%E4%B8%89%E6%AE%B5397%E8%99%9F
753,博客來民宿,花蓮縣花蓮市,,,,,https://www.google.com/maps/search/?api=1&query=%E5%8D%9A%E5%AE%A2%E4%BE%86%E6%B0%91%E5%AE%BF%20%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E5%8B%A4%E9%87%8C17%E9%84%B0%E5%8D%9A%E6%84%9B%E8%A1%9765%E8%99%9F
35369,六宿樲館,臺南市中西區,,,,,https://www.google.com/maps/search/?api=1&query=%E5%85%AD%E5%AE%BF%E6%A8%B2%E9%A4%A8%20%E8%87%BA%E5%8D%97%E5%B8%82%E4%B8%AD%E8%A5%BF%E5%8D%80%E8%A1%9B%E6%B0%91%E8%A1%97106%E8%99%9F%E4%B9%8B30
31412,河畔暮光,臺南市安平區,,,,,https://www.google.com/maps/search/?api=1&query=%E6%B2%B3%E7%95%94%E6%9A%AE%E5%85%89%20%E8%87%BA%E5%8D%97%E5%B8%82%E5%AE%89%E5%B9%B3%E5%8D%80%E5%AE%89%E5%84%84%E8%B7%AF112%E8%99%9F
29925,東皋歇暝,彰化縣鹿港鎮,,,,,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E7%9A%8B%E6%AD%87%E6%9A%9D%20%E5%BD%B0%E5%8C%96%E7%B8%A3%E9%B9%BF%E6%B8%AF%E9%8E%AE%E5%BE%A9%E8%88%88%E8%B7%AF318%E8%99%9F
2095,福憩背包客棧,臺南市中西區,,,,,https://www.google.com/maps/search/?api=1&query=%E7%A6%8F%E6%86%A9%E8%83%8C%E5%8C%85%E5%AE%A2%E6%A3%A7%20%E8%87%BA%E5%8D%97%E5%B8%82%E4%B8%AD%E8%A5%BF%E5%8D%80%E5%92%8C%E5%B9%B3%E8%A1%9791%E8%99%9F
3155,池上五一五九懷舊民宿,臺東縣池上鄉,,,,,https://www.google.com/maps/search/?api=1&query=%E6%B1%A0%E4%B8%8A%E4%BA%94%E4%B8%80%E4%BA%94%E4%B9%9D%E6%87%B7%E8%88%8A%E6%B0%91%E5%AE%BF%20%E8%87%BA%E6%9D%B1%E7%B8%A3%E6%B1%A0%E4%B8%8A%E9%84%89%E7%A6%8F%E5%8E%9F%E6%9D%915%E9%84%B0%E4%BB%81%E6%84%9B%E8%B7%AF12%E8%99%9F
7705,河堤時尚旅店,屏東縣恆春鎮,,,,,https://www.google.com/maps/search/?api=1&query=%E6%B2%B3%E5%A0%A4%E6%99%82%E5%B0%9A%E6%97%85%E5%BA%97%20%E5%B1%8F%E6%9D%B1%E7%B8%A3%E6%81%86%E6%98%A5%E9%8E%AE%E6%81%86%E5%8D%97%E8%B7%AF123%E8%99%9F
30787,神隱之森民宿,新北市瑞芳區,,,,,https://www.google.com/maps/search/?api=1&query=%E7%A5%9E%E9%9A%B1%E4%B9%8B%E6%A3%AE%E6%B0%91%E5%AE%BF%20%E6%96%B0%E5%8C%97%E5%B8%82%E7%91%9E%E8%8A%B3%E5%8D%80%E5%B4%99%E9%A0%82%E8%B7%AF48%E8%99%9F
21243,秋約民宿,金門縣金湖鎮,,,,,https://www.google.com/maps/search/?api=1&query=%E7%A7%8B%E7%B4%84%E6%B0%91%E5%AE%BF%20%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E6%B9%96%E9%8E%AE%E5%A1%94%E5%90%8E158%E4%B9%8B9%E8%99%9F
30339,德旅店民宿,屏東縣竹田鄉,,,,,https://www.google.com/maps/search/?api=1&query=%E5%BE%B7%E6%97%85%E5%BA%97%E6%B0%91%E5%AE%BF%20%E5%B1%8F%E6%9D%B1%E7%B8%A3%E7%AB%B9%E7%94%B0%E9%84%89%E8%B1%90%E6%98%8E%E8%B7%AF22%E8%99%9F
494,久窩行旅-逢甲館,臺中市西屯區,,,,,https://www.google.com/maps/search/?api=1&query=%E4%B9%85%E7%AA%A9%E8%A1%8C%E6%97%85-%E9%80%A2%E7%94%B2%E9%A4%A8%20%E8%87%BA%E4%B8%AD%E5%B8%82%E8%A5%BF%E5%B1%AF%E5%8D%80%E6%96%87%E8%8F%AF%E8%B7%AF43%E8%99%9F%282-5%E6%A8%93%29
37649,達美樂民宿,金門縣金沙鎮,,,,,https://www.google.com/maps/search/?api=1&query=%E9%81%94%E7%BE%8E%E6%A8%82%E6%B0%91%E5%AE%BF%20%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E6%B2%99%E9%8E%AE%E4%B8%AD%E8%98%AD26%E8%99%9F
33652,心適都蘭民宿,臺東縣東河鄉,,,,,https://www.google.com/maps/search/?api=1&query=%E5%BF%83%E9%81%A9%E9%83%BD%E8%98%AD%E6%B0%91%E5%AE%BF%20%E8%87%BA%E6%9D%B1%E7%B8%A3%E6%9D%B1%E6%B2%B3%E9%84%89%E9%83%BD%E8%98%AD%E6%9D%9133%E9%84%B0%E9%83%BD%E8%98%AD281%E4%B9%8B1%E8%99%9F
18051,三義行館,苗栗縣三義鄉,,,,,https://www.google.com/maps/search/?api=1&query=%E4%B8%89%E7%BE%A9%E8%A1%8C%E9%A4%A8%20%E8%8B%97%E6%A0%97%E7%B8%A3%E4%B8%89%E7%BE%A9%E9%84%89%E5%BB%A3%E7%9B%9B%E6%9D%9141%E9%84%B0%E5%85%AB%E8%82%A1%E8%B7%AF%E9%A4%A8%E5%89%8D8%E5%B7%B71%E4%B9%8B19%E8%99%9F
30822,惠來谷關溫泉會館,臺中市和平區,,,,,https://www.google.com/maps/search/?api=1&query=%E6%83%A0%E4%BE%86%E8%B0%B7%E9%97%9C%E6%BA%AB%E6%B3%89%E6%9C%83%E9%A4%A8%20%E8%87%BA%E4%B8%AD%E5%B8%82%E5%92%8C%E5%B9%B3%E5%8D%80%E6%9D%B1%E9%97%9C%E8%B7%AF%E4%B8%80%E6%AE%B5%E6%BA%AB%E6%B3%89%E5%B7%B710%E8%99%9F
9900,挪威森林頂級汽車旅館,新北市板橋區,,,,,https://www.google.com/maps/search/?api=1&query=%E6%8C%AA%E5%A8%81%E6%A3%AE%E6%9E%97%E9%A0%82%E7%B4%9A%E6%B1%BD%E8%BB%8A%E6%97%85%E9%A4%A8%20%E6%96%B0%E5%8C%97%E5%B8%82%E6%9D%BF%E6%A9%8B%E5%8D%80%E5%92%8C%E5%B9%B3%E8%B7%AF14%E5%B7%B73%E8%99%9F
18451,富立登國際大飯店,桃園市蘆竹區,,,,,https://www.google.com/maps/search/?api=1&query=%E5%AF%8C%E7%AB%8B%E7%99%BB%E5%9C%8B%E9%9A%9B%E5%A4%A7%E9%A3%AF%E5%BA%97%20%E6%A1%83%E5%9C%92%E5%B8%82%E8%98%86%E7%AB%B9%E5%8D%80%E9%95%B7%E6%A6%AE%E8%B7%AF55%E8%99%9F
3085,跳跳民宿,屏東縣琉球鄉,,,,,https://www.google.com/maps/search/?api=1&query=%E8%B7%B3%E8%B7%B3%E6%B0%91%E5%AE%BF%20%E5%B1%8F%E6%9D%B1%E7%B8%A3%E7%90%89%E7%90%83%E9%84%89%E4%B8%AD%E5%B1%B1%E8%B7%AF116-3%E8%99%9F
4554,統一的家民宿,花蓮縣吉安鄉,,,,,https://www.google.com/maps/search/?api=1&query=%E7%B5%B1%E4%B8%80%E7%9A%84%E5%AE%B6%E6%B0%91%E5%AE%BF%20%E8%8A%B1%E8%93%AE%E7%B8%A3%E5%90%89%E5%AE%89%E9%84%89%E5%8B%9D%E5%AE%89%E6%9D%9116%E9%84%B0%E4%B8%AD%E5%8E%9F%E8%B7%AF%E4%B8%80%E6%AE%B5418%E8%99%9F
1550,愛那思民宿,臺東縣臺東市,,,,,https://www.google.com/maps/search/?api=1&query=%E6%84%9B%E9%82%A3%E6%80%9D%E6%B0%91%E5%AE%BF%20%E8%87%BA%E6%9D%B1%E7%B8%A3%E8%87%BA%E6%9D%B1%E5%B8%82%E8%88%88%E5%AE%89%E8%B7%AF%E4%BA%8C%E6%AE%B530%E8%99%9F
37067,好好民宿,宜蘭縣冬山鄉,,,,,https://www.google.com/maps/search/?api=1&query=%E5%A5%BD%E5%A5%BD%E6%B0%91%E5%AE%BF%20%E5%AE%9C%E8%98%AD%E7%B8%A3%E5%86%AC%E5%B1%B1%E9%84%89%E6%AD%A6%E7%BD%95%E4%B8%89%E8%B7%AF131%E5%B7%B712%E8%99%9F
29803,閣樂有限公司,宜蘭縣羅東鎮,,,,,https://www.google.com/maps/search/?api=1&query=%E9%96%A3%E6%A8%82%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%20%E5%AE%9C%E8%98%AD%E7%B8%A3%E7%BE%85%E6%9D%B1%E9%8E%AE%E5%80%89%E5%89%8D%E8%B7%AF83%E8%99%9F3%E6%A8%93%E4%B9%8B1%E3%80%81%E4%B9%8B2%E3%80%81%E4%B9%8B3%E3%80%81%E4%B9%8B5%E3%80%81%E4%B9%8B6%E3%80%81%E4%B9%8B7%E3%80%81%E4%B9%8B8%E3%80%81%E4%B9%8B9%E3%80%81%E4%B9%8B10
16484,奇異果快捷旅店－站前一館,臺中市中區,,,,,https://www.google.com/maps/search/?api=1&query=%E5%A5%87%E7%95%B0%E6%9E%9C%E5%BF%AB%E6%8D%B7%E6%97%85%E5%BA%97%EF%BC%8D%E7%AB%99%E5%89%8D%E4%B8%80%E9%A4%A8%20%E8%87%BA%E4%B8%AD%E5%B8%82%E4%B8%AD%E5%8D%80%E8%87%BA%E7%81%A3%E5%A4%A7%E9%81%93%E4%B8%80%E6%AE%B519%E8%99%9F6%E8%87%B312%E6%A8%93
37137,捌之捌民宿,嘉義縣水上鄉,,,,,https://www.google.com/maps/search/?api=1&query=%E6%8D%8C%E4%B9%8B%E6%8D%8C%E6%B0%91%E5%AE%BF%20%E5%98%89%E7%BE%A9%E7%B8%A3%E6%B0%B4%E4%B8%8A%E9%84%89%E5%8D%97%E5%92%8C%E6%9D%91%E5%BE%8C%E5%AF%AE8%E4%B9%8B8%E8%99%9F
33428,金瑞文旅,臺中市西屯區,,,,,https://www.google.com/maps/search/?api=1&query=%E9%87%91%E7%91%9E%E6%96%87%E6%97%85%20%E8%87%BA%E4%B8%AD%E5%B8%82%E8%A5%BF%E5%B1%AF%E5%8D%80%E7%A6%8F%E6%98%9F%E8%B7%AF245%E8%99%9F%E3%80%81245%E8%99%9F3%E6%A8%93%E3%80%81245%E8%99%9F4%E6%A8%93
17856,冠倫旅店,花蓮縣花蓮市,,,,,https://www.google.com/maps/search/?api=1&query=%E5%86%A0%E5%80%AB%E6%97%85%E5%BA%97%20%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E6%B0%91%E5%8B%A4%E9%87%8C4%E9%84%B0%E4%B8%AD%E7%BE%8E%E8%B7%AF67%E8%99%9F%281~5%E6%A8%93%29
22103,旅采民宿,澎湖縣馬公市,,,,,https://www.google.com/maps/search/?api=1&query=%E6%97%85%E9%87%87%E6%B0%91%E5%AE%BF%20%E6%BE%8E%E6%B9%96%E7%B8%A3%E9%A6%AC%E5%85%AC%E5%B8%82%E4%BA%94%E5%BE%B7%E9%87%8C1%E9%84%B0%E9%9B%9E%E6%AF%8D%E5%A1%A2216%E8%99%9F
30606,李寓恆春的家民宿,屏東縣恆春鎮,,,,,https://www.google.com/maps/search/?api=1&query=%E6%9D%8E%E5%AF%93%E6%81%86%E6%98%A5%E7%9A%84%E5%AE%B6%E6%B0%91%E5%AE%BF%20%E5%B1%8F%E6%9D%B1%E7%B8%A3%E6%81%86%E6%98%A5%E9%8E%AE%E6%81%86%E5%8D%97%E8%B7%AF2%E5%B7%B786%E5%BC%8471%E8%99%9F
16466,幸福８號民宿,宜蘭縣五結鄉,,,,,https://www.google.com/maps/search/?api=1&query=%E5%B9%B8%E7%A6%8F%EF%BC%98%E8%99%9F%E6%B0%91%E5%AE%BF%20%E5%AE%9C%E8%98%AD%E7%B8%A3%E4%BA%94%E7%B5%90%E9%84%89%E7%A6%8F%E5%92%8C%E4%BA%8C%E8%B7%AF118%E5%B7%B78%E8%99%9F
9910,雀客旅館宜蘭羅東二館,宜蘭縣羅東鎮,,,,,https://www.google.com/maps/search/?api=1&query=%E9%9B%80%E5%AE%A2%E6%97%85%E9%A4%A8%E5%AE%9C%E8%98%AD%E7%BE%85%E6%9D%B1%E4%BA%8C%E9%A4%A8%20%E5%AE%9C%E8%98%AD%E7%B8%A3%E7%BE%85%E6%9D%B1%E9%8E%AE%E5%85%AC%E6%AD%A3%E9%87%8C%E6%9E%97%E6%A3%AE%E8%B7%AF68%E8%99%9F4%E6%A8%93%E8%87%B35%E6%A8%93
14443,陶花巷弄民宿,南投縣集集鎮,,,,,https://www.google.com/maps/search/?api=1&query=%E9%99%B6%E8%8A%B1%E5%B7%B7%E5%BC%84%E6%B0%91%E5%AE%BF%20%E5%8D%97%E6%8A%95%E7%B8%A3%E9%9B%86%E9%9B%86%E9%8E%AE%E5%85%AB%E5%BC%B5%E4%B8%80%E8%A1%97146%E8%99%9F
4520,道時尚悠然山莊,高雄市六龜區,,,,,https://www.google.com/maps/search/?api=1&query=%E9%81%93%E6%99%82%E5%B0%9A%E6%82%A0%E7%84%B6%E5%B1%B1%E8%8E%8A%20%E9%AB%98%E9%9B%84%E5%B8%82%E5%85%AD%E9%BE%9C%E5%8D%80%E6%96%B0%E7%99%BC%E9%87%8C%E5%92%8C%E5%B9%B3%E8%B7%AF130-5%E8%99%9F
5526,邊界。花東民宿,花蓮縣富里鄉,,,,,https://www.google.com/maps/search/?api=1&query=%E9%82%8A%E7%95%8C%E3%80%82%E8%8A%B1%E6%9D%B1%E6%B0%91%E5%AE%BF%20%E8%8A%B1%E8%93%AE%E7%B8%A3%E5%AF%8C%E9%87%8C%E9%84%89%E5%AF%8C%E9%87%8C%E6%9D%91%E8%BB%8A%E7%AB%99%E8%A1%971%E8%99%9F
37463,綠知心泉莊園,南投縣水里鄉,,,,,https://www.google.com/maps/search/?api=1&query=%E7%B6%A0%E7%9F%A5%E5%BF%83%E6%B3%89%E8%8E%8A%E5%9C%92%20%E5%8D%97%E6%8A%95%E7%B8%A3%E6%B0%B4%E9%87%8C%E9%84%89%E5%8D%97%E6%8A%95%E7%B8%A3%E6%B0%B4%E9%87%8C%E9%84%89%E4%BB%81%E6%84%9B%E8%B7%AF25%E8%99%9F
19576,墾丁恆美111旅宿,屏東縣恆春鎮,,,,,https://www.google.com/maps/search/?api=1&query=%E5%A2%BE%E4%B8%81%E6%81%86%E7%BE%8E111%E6%97%85%E5%AE%BF%20%E5%B1%8F%E6%9D%B1%E7%B8%A3%E6%81%86%E6%98%A5%E9%8E%AE%E6%81%86%E8%A5%BF%E8%B7%AF33%E5%B7%B7111%E8%99%9F
26855,旭海天空民宿,澎湖縣馬公市,,,,,https://www.google.com/maps/search/?api=1&query=%E6%97%AD%E6%B5%B7%E5%A4%A9%E7%A9%BA%E6%B0%91%E5%AE%BF%20%E6%BE%8E%E6%B9%96%E7%B8%A3%E9%A6%AC%E5%85%AC%E5%B8%82%E5%89%8D%E5%AF%AE%E9%87%8C1%E9%84%B0%E5%89%8D%E5%AF%AE23%E4%B9%8B15%E8%99%9F
33787,旅人驛站中正藏書館民宿,臺東縣臺東市,,,,,https://www.google.com/maps/search/?api=1&query=%E6%97%85%E4%BA%BA%E9%A9%9B%E7%AB%99%E4%B8%AD%E6%AD%A3%E8%97%8F%E6%9B%B8%E9%A4%A8%E6%B0%91%E5%AE%BF%20%E8%87%BA%E6%9D%B1%E7%B8%A3%E8%87%BA%E6%9D%B1%E5%B8%82%E4%B8%AD%E6%AD%A3%E8%B7%AF392%E5%B7%B715%E8%99%9F
6371,3520民宿,臺東縣臺東市,,,,,https://www.google.com/maps/search/?api=1&query=3520%E6%B0%91%E5%AE%BF%20%E8%87%BA%E6%9D%B1%E7%B8%A3%E8%87%BA%E6%9D%B1%E5%B8%82%E6%96%B0%E7%AB%99%E4%BA%8C%E8%A1%9738%E8%99%9F
28472,重飛/Go Around民宿,花蓮縣花蓮市,,,,,https://www.google.com/maps/search/?api=1&query=%E9%87%8D%E9%A3%9B/Go%20Around%E6%B0%91%E5%AE%BF%20%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E5%8A%9B%E9%87%8C24%E9%84%B0%E6%9E%97%E6%A3%AE%E8%B7%AF80%E8%99%9F
17797,紡織娘浪漫民宿,花蓮縣吉安鄉,,,,,https://www.google.com/maps/search/?api=1&query=%E7%B4%A1%E7%B9%94%E5%A8%98%E6%B5%AA%E6%BC%AB%E6%B0%91%E5%AE%BF%20%E8%8A%B1%E8%93%AE%E7%B8%A3%E5%90%89%E5%AE%89%E9%84%89%E5%85%89%E8%8F%AF%E6%9D%916%E9%84%B0%E8%8F%AF%E5%9F%8E%E5%85%AB%E8%A1%97113%E8%99%9F
25900,沙戀民宿,屏東縣恆春鎮,,,,,https://www.google.com/maps/search/?api=1&query=%E6%B2%99%E6%88%80%E6%B0%91%E5%AE%BF%20%E5%B1%8F%E6%9D%B1%E7%B8%A3%E6%81%86%E6%98%A5%E9%8E%AE%E5%8D%97%E7%81%A3%E8%B7%AF%E6%9E%97%E6%A3%AE%E5%B7%B722%E8%99%9F
13961,雲月精品會館,臺中市大里區,,,,,https://www.google.com/maps/search/?api=1&query=%E9%9B%B2%E6%9C%88%E7%B2%BE%E5%93%81%E6%9C%83%E9%A4%A8%20%E8%87%BA%E4%B8%AD%E5%B8%82%E5%A4%A7%E9%87%8C%E5%8D%80%E5%8B%9D%E5%88%A9%E4%BA%8C%E8%B7%AF100%E8%99%9F
28550,李家出走,新北市三芝區,,,,,https://www.google.com/maps/search/?api=1&query=%E6%9D%8E%E5%AE%B6%E5%87%BA%E8%B5%B0%20%E6%96%B0%E5%8C%97%E5%B8%82%E4%B8%89%E8%8A%9D%E5%8D%80%E8%A7%80%E6%B5%B7%E8%A1%9720%E8%99%9F
16407,挪威森林精品SPA汽車旅館,新北市新店區,,,,,https://www.google.com/maps/search/?api=1&query=%E6%8C%AA%E5%A8%81%E6%A3%AE%E6%9E%97%E7%B2%BE%E5%93%81SPA%E6%B1%BD%E8%BB%8A%E6%97%85%E9%A4%A8%20%E6%96%B0%E5%8C%97%E5%B8%82%E6%96%B0%E5%BA%97%E5%8D%80%E5%AF%B6%E6%A9%8B%E8%B7%AF235%E5%B7%B715%E8%99%9F
33835,巷弄里歐民宿,花蓮縣花蓮市,,,,,https://www.google.com/maps/search/?api=1&query=%E5%B7%B7%E5%BC%84%E9%87%8C%E6%AD%90%E6%B0%91%E5%AE%BF%20%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E5%8A%9B%E9%87%8C4%E9%84%B0%E4%B8%AD%E8%8F%AF%E8%B7%AF317%E5%B7%B72%E4%B9%8B2%E8%99%9F
27026,市中心民宿,花蓮縣花蓮市,,,,,https://www.google.com/maps/search/?api=1&query=%E5%B8%82%E4%B8%AD%E5%BF%83%E6%B0%91%E5%AE%BF%20%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E5%95%86%E9%87%8C7%E9%84%B0%E4%B8%AD%E6%AD%A3%E8%B7%AF494%E8%99%9F%E4%BA%8C%E6%A8%93
6756,北國之春和風汽車旅館,新北市鶯歌區,,,,,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E5%9C%8B%E4%B9%8B%E6%98%A5%E5%92%8C%E9%A2%A8%E6%B1%BD%E8%BB%8A%E6%97%85%E9%A4%A8%20%E6%96%B0%E5%8C%97%E5%B8%82%E9%B6%AF%E6%AD%8C%E5%8D%80%E9%B6%AF%E6%A1%83%E8%B7%AF362%E4%B9%8B1%E8%99%9F
5173,國妃鷹堡汽車旅館仁德館,臺南市仁德區,,,,,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E5%A6%83%E9%B7%B9%E5%A0%A1%E6%B1%BD%E8%BB%8A%E6%97%85%E9%A4%A8%E4%BB%81%E5%BE%B7%E9%A4%A8%20%E8%87%BA%E5%8D%97%E5%B8%82%E4%BB%81%E5%BE%B7%E5%8D%80%E4%BB%81%E7%BE%A9%E9%87%8C49%E9%84%B0%E4%BB%81%E7%BE%A9%E8%B7%AF205%E8%99%9F
16710,稻香緣民宿,花蓮縣吉安鄉,,,,,https://www.google.com/maps/search/?api=1&query=%E7%A8%BB%E9%A6%99%E7%B7%A3%E6%B0%91%E5%AE%BF%20%E8%8A%B1%E8%93%AE%E7%B8%A3%E5%90%89%E5%AE%89%E9%84%89%E7%A8%BB%E9%A6%99%E6%9D%91%E7%A8%BB%E8%88%88%E4%BA%8C%E8%A1%97109%E8%99%9F
35478,稻香田園民宿,臺東縣關山鎮,,,,,https://www.google.com/maps/search/?api=1&query=%E7%A8%BB%E9%A6%99%E7%94%B0%E5%9C%92%E6%B0%91%E5%AE%BF%20%E8%87%BA%E6%9D%B1%E7%B8%A3%E9%97%9C%E5%B1%B1%E9%8E%AE%E5%BE%B7%E9%AB%98%E9%87%8C22%E9%84%B0%E5%BF%A0%E6%85%B612%E4%B9%8B3%E8%99%9F
35007,鹿港宏旭民宿,彰化縣鹿港鎮,,,,,https://www.google.com/maps/search/?api=1&query=%E9%B9%BF%E6%B8%AF%E5%AE%8F%E6%97%AD%E6%B0%91%E5%AE%BF%20%E5%BD%B0%E5%8C%96%E7%B8%A3%E9%B9%BF%E6%B8%AF%E9%8E%AE%E6%B0%B8%E5%AE%89%E4%B8%89%E8%B7%AF25%E8%99%9F
27229,雲洞山莊,苗栗縣三義鄉,,,,,https://www.google.com/maps/search/?api=1&query=%E9%9B%B2%E6%B4%9E%E5%B1%B1%E8%8E%8A%20%E8%8B%97%E6%A0%97%E7%B8%A3%E4%B8%89%E7%BE%A9%E9%84%89%E9%9B%99%E6%BD%AD%E6%9D%9116%E9%84%B0%E5%B4%A9%E5%B1%B1%E4%B8%8B45%E8%99%9F
25901,旅浪民宿,屏東縣恆春鎮,,,,,https://www.google.com/maps/search/?api=1&query=%E6%97%85%E6%B5%AA%E6%B0%91%E5%AE%BF%20%E5%B1%8F%E6%9D%B1%E7%B8%A3%E6%81%86%E6%98%A5%E9%8E%AE%E5%8D%97%E7%81%A3%E8%B7%AF%E6%9E%97%E6%A3%AE%E5%B7%B722-1%E8%99%9F
